file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
IgG_FP_0061.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0061.pdb,True,0,-11.1,6.7e-09,80,5.0,10.0,12.0,6.0,22.0,25.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0061_model0
[+] No. of intermolecular contacts: 80
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 25.0
[+] Percentage of apolar NIS residues: 40.67
[+] Percentage of charged NIS residues: 19.44
[++] Predicted binding affinity (kcal.mol-1):    -11.1
[++] Predicted dissociation constant (M) at 25.0˚C:  6.7e-09
",
IgG_FP_0062.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0062.pdb,True,0,-8.3,7.8e-07,92,5.0,15.0,17.0,18.0,19.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0062_model0
[+] No. of intermolecular contacts: 92
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 15.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 18.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 42.52
[+] Percentage of charged NIS residues: 19.03
[++] Predicted binding affinity (kcal.mol-1):     -8.3
[++] Predicted dissociation constant (M) at 25.0˚C:  7.8e-07
",
IgG_FP_0063.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0063.pdb,True,0,-12.6,5.3e-10,86,2.0,19.0,16.0,4.0,27.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0063_model0
[+] No. of intermolecular contacts: 86
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 19.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 27.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.80
[+] Percentage of charged NIS residues: 18.95
[++] Predicted binding affinity (kcal.mol-1):    -12.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.3e-10
",
IgG_FP_0064.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0064.pdb,True,0,-11.4,4.6e-09,59,10.0,7.0,16.0,3.0,17.0,6.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0064_model0
[+] No. of intermolecular contacts: 59
[+] No. of charged-charged contacts: 10.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 6.0
[+] Percentage of apolar NIS residues: 41.57
[+] Percentage of charged NIS residues: 19.02
[++] Predicted binding affinity (kcal.mol-1):    -11.4
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-09
",
IgG_FP_0065.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0065.pdb,True,0,-9.2,1.9e-07,43,2.0,5.0,4.0,2.0,15.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0065_model0
[+] No. of intermolecular contacts: 43
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 41.91
[+] Percentage of charged NIS residues: 18.52
[++] Predicted binding affinity (kcal.mol-1):     -9.2
[++] Predicted dissociation constant (M) at 25.0˚C:  1.9e-07
",
IgG_FP_0066.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0066.pdb,True,0,-10.7,1.3e-08,69,0.0,10.0,13.0,2.0,18.0,26.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0066_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 26.0
[+] Percentage of apolar NIS residues: 40.48
[+] Percentage of charged NIS residues: 19.05
[++] Predicted binding affinity (kcal.mol-1):    -10.7
[++] Predicted dissociation constant (M) at 25.0˚C:  1.3e-08
",
IgG_FP_0067.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0067.pdb,True,0,-12.5,6.8e-10,85,3.0,12.0,12.0,6.0,29.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0067_model0
[+] No. of intermolecular contacts: 85
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 12.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 29.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 41.12
[+] Percentage of charged NIS residues: 19.16
[++] Predicted binding affinity (kcal.mol-1):    -12.5
[++] Predicted dissociation constant (M) at 25.0˚C:  6.8e-10
",
IgG_FP_0068.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0068.pdb,True,0,-10.0,4.4e-08,65,3.0,10.0,10.0,4.0,17.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0068_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 40.80
[+] Percentage of charged NIS residues: 19.20
[++] Predicted binding affinity (kcal.mol-1):    -10.0
[++] Predicted dissociation constant (M) at 25.0˚C:  4.4e-08
",
IgG_FP_0069.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0069.pdb,True,0,-9.8,6.5e-08,90,4.0,10.0,23.0,10.0,15.0,28.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0069_model0
[+] No. of intermolecular contacts: 90
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 23.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 28.0
[+] Percentage of apolar NIS residues: 41.12
[+] Percentage of charged NIS residues: 18.73
[++] Predicted binding affinity (kcal.mol-1):     -9.8
[++] Predicted dissociation constant (M) at 25.0˚C:  6.5e-08
",
IgG_FP_0070.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0070.pdb,True,0,-9.8,6.3e-08,56,3.0,11.0,13.0,5.0,16.0,8.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0070_model0
[+] No. of intermolecular contacts: 56
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 8.0
[+] Percentage of apolar NIS residues: 41.23
[+] Percentage of charged NIS residues: 19.27
[++] Predicted binding affinity (kcal.mol-1):     -9.8
[++] Predicted dissociation constant (M) at 25.0˚C:  6.3e-08
",
IgG_FP_0071.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0071.pdb,True,0,-12.4,8.1e-10,74,2.0,10.0,16.0,7.0,28.0,11.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0071_model0
[+] No. of intermolecular contacts: 74
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 28.0
[+] No. of apolar-apolar contacts: 11.0
[+] Percentage of apolar NIS residues: 40.92
[+] Percentage of charged NIS residues: 19.36
[++] Predicted binding affinity (kcal.mol-1):    -12.4
[++] Predicted dissociation constant (M) at 25.0˚C:  8.1e-10
",
IgG_FP_0072.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0072.pdb,True,0,-9.5,1.0e-07,51,2.0,11.0,11.0,4.0,14.0,9.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0072_model0
[+] No. of intermolecular contacts: 51
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 9.0
[+] Percentage of apolar NIS residues: 40.12
[+] Percentage of charged NIS residues: 18.79
[++] Predicted binding affinity (kcal.mol-1):     -9.5
[++] Predicted dissociation constant (M) at 25.0˚C:  1.0e-07
",
IgG_FP_0073.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0073.pdb,True,0,-11.3,5.6e-09,63,0.0,14.0,12.0,4.0,23.0,10.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0073_model0
[+] No. of intermolecular contacts: 63
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 23.0
[+] No. of apolar-apolar contacts: 10.0
[+] Percentage of apolar NIS residues: 41.41
[+] Percentage of charged NIS residues: 18.75
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.6e-09
",
IgG_FP_0074.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0074.pdb,True,0,-10.4,2.5e-08,64,2.0,4.0,16.0,3.0,16.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0074_model0
[+] No. of intermolecular contacts: 64
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 41.14
[+] Percentage of charged NIS residues: 19.69
[++] Predicted binding affinity (kcal.mol-1):    -10.4
[++] Predicted dissociation constant (M) at 25.0˚C:  2.5e-08
",
IgG_FP_0075.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0075.pdb,True,0,-10.0,4.8e-08,65,6.0,9.0,12.0,5.0,16.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0075_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 6.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 41.41
[+] Percentage of charged NIS residues: 19.19
[++] Predicted binding affinity (kcal.mol-1):    -10.0
[++] Predicted dissociation constant (M) at 25.0˚C:  4.8e-08
",
IgG_FP_0076.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0076.pdb,True,0,-9.6,8.7e-08,57,2.0,7.0,13.0,3.0,14.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0076_model0
[+] No. of intermolecular contacts: 57
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.57
[+] Percentage of charged NIS residues: 19.02
[++] Predicted binding affinity (kcal.mol-1):     -9.6
[++] Predicted dissociation constant (M) at 25.0˚C:  8.7e-08
",
IgG_FP_0077.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0077.pdb,True,0,-13.1,2.4e-10,98,5.0,8.0,11.0,12.0,37.0,25.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0077_model0
[+] No. of intermolecular contacts: 98
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 12.0
[+] No. of apolar-polar contacts: 37.0
[+] No. of apolar-apolar contacts: 25.0
[+] Percentage of apolar NIS residues: 41.08
[+] Percentage of charged NIS residues: 20.04
[++] Predicted binding affinity (kcal.mol-1):    -13.1
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-10
",
IgG_FP_0078.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0078.pdb,True,0,-10.2,3.4e-08,69,2.0,12.0,10.0,2.0,17.0,26.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0078_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 12.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 26.0
[+] Percentage of apolar NIS residues: 41.13
[+] Percentage of charged NIS residues: 19.76
[++] Predicted binding affinity (kcal.mol-1):    -10.2
[++] Predicted dissociation constant (M) at 25.0˚C:  3.4e-08
",
IgG_FP_0079.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0079.pdb,True,0,-10.8,1.1e-08,61,1.0,8.0,12.0,5.0,22.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0079_model0
[+] No. of intermolecular contacts: 61
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 41.75
[+] Percentage of charged NIS residues: 18.89
[++] Predicted binding affinity (kcal.mol-1):    -10.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-08
",
IgG_FP_0080.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0080.pdb,True,0,-10.0,4.8e-08,77,5.0,5.0,14.0,7.0,18.0,28.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0080_model0
[+] No. of intermolecular contacts: 77
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 28.0
[+] Percentage of apolar NIS residues: 42.39
[+] Percentage of charged NIS residues: 19.08
[++] Predicted binding affinity (kcal.mol-1):    -10.0
[++] Predicted dissociation constant (M) at 25.0˚C:  4.8e-08
",
IgG_FP_0081.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0081.pdb,True,0,-11.1,7.6e-09,65,1.0,5.0,9.0,6.0,25.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0081_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 40.99
[+] Percentage of charged NIS residues: 19.60
[++] Predicted binding affinity (kcal.mol-1):    -11.1
[++] Predicted dissociation constant (M) at 25.0˚C:  7.6e-09
",
IgG_FP_0082.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0082.pdb,True,0,-11.1,7.0e-09,59,0.0,6.0,8.0,4.0,25.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0082_model0
[+] No. of intermolecular contacts: 59
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 41.81
[+] Percentage of charged NIS residues: 19.53
[++] Predicted binding affinity (kcal.mol-1):    -11.1
[++] Predicted dissociation constant (M) at 25.0˚C:  7.0e-09
",
IgG_FP_0083.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0083.pdb,True,0,-13.8,7.4e-11,84,3.0,10.0,19.0,4.0,30.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0083_model0
[+] No. of intermolecular contacts: 84
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 30.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.62
[+] Percentage of charged NIS residues: 18.54
[++] Predicted binding affinity (kcal.mol-1):    -13.8
[++] Predicted dissociation constant (M) at 25.0˚C:  7.4e-11
",
IgG_FP_0084.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0084.pdb,True,0,-11.9,1.7e-09,88,4.0,9.0,21.0,5.0,21.0,28.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0084_model0
[+] No. of intermolecular contacts: 88
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 21.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 21.0
[+] No. of apolar-apolar contacts: 28.0
[+] Percentage of apolar NIS residues: 41.00
[+] Percentage of charged NIS residues: 18.80
[++] Predicted binding affinity (kcal.mol-1):    -11.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.7e-09
",
IgG_FP_0085.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0085.pdb,True,0,-10.2,3.2e-08,53,2.0,6.0,12.0,3.0,17.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0085_model0
[+] No. of intermolecular contacts: 53
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 41.03
[+] Percentage of charged NIS residues: 19.72
[++] Predicted binding affinity (kcal.mol-1):    -10.2
[++] Predicted dissociation constant (M) at 25.0˚C:  3.2e-08
",
IgG_FP_0086.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0086.pdb,True,0,-11.4,4.2e-09,60,0.0,6.0,11.0,5.0,26.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0086_model0
[+] No. of intermolecular contacts: 60
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 26.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 42.38
[+] Percentage of charged NIS residues: 19.01
[++] Predicted binding affinity (kcal.mol-1):    -11.4
[++] Predicted dissociation constant (M) at 25.0˚C:  4.2e-09
",
IgG_FP_0087.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0087.pdb,True,0,-11.8,2.1e-09,88,8.0,13.0,23.0,5.0,19.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0087_model0
[+] No. of intermolecular contacts: 88
[+] No. of charged-charged contacts: 8.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 23.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 41.80
[+] Percentage of charged NIS residues: 19.40
[++] Predicted binding affinity (kcal.mol-1):    -11.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.1e-09
",
IgG_FP_0088.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0088.pdb,True,0,-12.4,8.1e-10,84,4.0,8.0,12.0,9.0,31.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0088_model0
[+] No. of intermolecular contacts: 84
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 31.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 41.32
[+] Percentage of charged NIS residues: 19.36
[++] Predicted binding affinity (kcal.mol-1):    -12.4
[++] Predicted dissociation constant (M) at 25.0˚C:  8.1e-10
",
IgG_FP_0089.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0089.pdb,True,0,-12.2,1.1e-09,95,5.0,6.0,19.0,6.0,24.0,35.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0089_model0
[+] No. of intermolecular contacts: 95
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 35.0
[+] Percentage of apolar NIS residues: 41.07
[+] Percentage of charged NIS residues: 19.44
[++] Predicted binding affinity (kcal.mol-1):    -12.2
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-09
",
IgG_FP_0090.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0090.pdb,True,0,-9.9,5.9e-08,64,5.0,11.0,18.0,1.0,10.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0090_model0
[+] No. of intermolecular contacts: 64
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 18.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 41.76
[+] Percentage of charged NIS residues: 19.02
[++] Predicted binding affinity (kcal.mol-1):     -9.9
[++] Predicted dissociation constant (M) at 25.0˚C:  5.9e-08
",
IgG_FP_0091.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0091.pdb,True,0,-11.2,6.6e-09,69,3.0,6.0,9.0,8.0,27.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0091_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 27.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 42.11
[+] Percentage of charged NIS residues: 19.30
[++] Predicted binding affinity (kcal.mol-1):    -11.2
[++] Predicted dissociation constant (M) at 25.0˚C:  6.6e-09
",
IgG_FP_0092.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0092.pdb,True,0,-14.0,5.3e-11,81,0.0,10.0,17.0,7.0,36.0,11.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0092_model0
[+] No. of intermolecular contacts: 81
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 36.0
[+] No. of apolar-apolar contacts: 11.0
[+] Percentage of apolar NIS residues: 42.07
[+] Percentage of charged NIS residues: 18.59
[++] Predicted binding affinity (kcal.mol-1):    -14.0
[++] Predicted dissociation constant (M) at 25.0˚C:  5.3e-11
",
IgG_FP_0093.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0093.pdb,True,0,-9.5,1.1e-07,61,0.0,8.0,10.0,6.0,18.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0093_model0
[+] No. of intermolecular contacts: 61
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 41.73
[+] Percentage of charged NIS residues: 18.70
[++] Predicted binding affinity (kcal.mol-1):     -9.5
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-07
",
